# col  1   : time [sec]
# col  2   : status
# col  3- 8: joint position [rad]
# col  9-14: joint speed [rad/sec]
# col 15-20: joint torque
# col 21-26: TCP pose [m, rad]
# col 27-32: TCP speed
2.408 3  1.797460 -2.267260 1.711450 -0.690053 4.688420 -0.025441  -0.129660 0.384556 -0.119740 -0.428939 -0.019774 0.014741  -1.728270 5.997720 0.172816 -1.409750 -0.287061 4.833860  0.118761 -0.047234 0.363265 2.817150 -0.008057 -2.879890  0.039521 -0.233739 0.018858 -0.163808 -0.026377 -0.138044
2.416 3  1.796450 -2.264020 1.710490 -0.693577 4.688270 -0.025453  -0.127883 0.401826 -0.126362 -0.442937 -0.014429 0.053090  -0.253679 4.913910 2.583630 -1.207820 -1.668810 -0.108834  0.119093 -0.049167 0.363404 2.818390 -0.008237 -2.880860  0.042382 -0.241939 0.019542 -0.169267 -0.023726 -0.174703
2.424 3  1.795390 -2.260710 1.709500 -0.697436 4.688350 -0.025357  -0.128663 0.414801 -0.133188 -0.462855 0.000000 0.010522  3.034970 -2.033540 3.721920 -1.227170 -0.537476 3.238280  0.119499 -0.051200 0.363549 2.819940 -0.008235 -2.882070  0.047307 -0.250324 0.020622 -0.174269 -0.050233 -0.137419
2.432 3  1.794340 -2.257430 1.708430 -0.701319 4.688150 -0.025261  -0.120123 0.402874 -0.135872 -0.451805 -0.021596 0.045228  3.248760 1.489900 -1.086450 -0.840107 -2.093570 0.843563  0.119835 -0.053254 0.363718 2.821600 -0.008509 -2.883190  0.040855 -0.244926 0.021939 -0.187224 -0.023035 -0.157280
2.440 3  1.793360 -2.254210 1.707300 -0.705035 4.688150 -0.025165  -0.117720 0.403552 -0.140142 -0.445909 -0.007694 0.008149  3.883070 -2.771070 -3.235920 -0.708358 -1.357310 2.837210  0.120206 -0.055235 0.363907 2.823220 -0.008588 -2.884300  0.043585 -0.243019 0.022765 -0.177809 -0.042580 -0.122284
2.448 3  1.792470 -2.250960 1.706150 -0.708283 4.688200 -0.025009  -0.116250 0.408678 -0.136154 -0.445526 -0.005177 0.044270  3.245760 1.520570 -5.640460 0.055920 -0.568475 1.115640  0.120565 -0.057094 0.364091 2.824370 -0.008625 -2.885380  0.044114 -0.244007 0.020441 -0.171200 -0.034384 -0.156822
2.456 3  1.791510 -2.247730 1.705100 -0.711866 4.688150 -0.024853  -0.113988 0.409036 -0.133367 -0.446484 -0.000911 0.009947  2.782100 -0.579458 -2.094710 0.628968 -0.080675 2.480120  0.120912 -0.059044 0.364243 2.825770 -0.008760 -2.886510  0.044880 -0.243916 0.018934 -0.165027 -0.044671 -0.122450
2.464 3  1.790570 -2.244420 1.704040 -0.715486 4.688040 -0.024721  -0.112198 0.413165 -0.137381 -0.450008 -0.008365 0.039572  1.278390 2.602260 1.649550 -0.004447 -0.424480 1.475040  0.121248 -0.061026 0.364387 2.827140 -0.008944 -2.887570  0.043318 -0.246568 0.019561 -0.172969 -0.032191 -0.147537
2.472 3  1.789660 -2.241060 1.702980 -0.718890 4.688040 -0.024565  -0.112070 0.411184 -0.139324 -0.447012 -0.004147 0.012943  1.104190 0.997416 2.872250 -0.402403 -0.980390 1.610720  0.121600 -0.062959 0.364522 2.828260 -0.009024 -2.888660  0.043658 -0.245372 0.019816 -0.170444 -0.041757 -0.122546
2.480 3  1.788780 -2.237670 1.701810 -0.722689 4.688040 -0.024289  -0.106062 0.411299 -0.142507 -0.445741 -0.004147 0.043167  1.854920 2.222910 0.496705 -0.609041 -0.524386 1.585410  0.121975 -0.065006 0.364690 2.829830 -0.009155 -2.889840  0.043620 -0.244773 0.020393 -0.174858 -0.035392 -0.145848
2.488 3  1.787960 -2.234370 1.700650 -0.726381 4.688040 -0.024169  -0.103390 0.407566 -0.142903 -0.445526 0.000000 0.025838  3.039320 -0.433467 -0.688648 -0.094677 -0.515980 -0.019617  0.122341 -0.066997 0.364859 2.831380 -0.009237 -2.890810  0.044181 -0.243418 0.020356 -0.176102 -0.043548 -0.127192
2.496 3  1.787100 -2.231070 1.699510 -0.730072 4.688030 -0.023822  -0.101358 0.411835 -0.143760 -0.444998 0.000000 0.031423  2.490070 1.462340 2.177920 0.169597 0.209849 1.198140  0.122697 -0.068992 0.365017 2.832910 -0.009398 -2.892040  0.044180 -0.244465 0.019758 -0.172834 -0.041037 -0.130771
2.504 3  1.786220 -2.227980 1.698410 -0.733704 4.688000 -0.023606  -0.101601 0.413101 -0.146418 -0.438287 0.000000 0.042832  1.074090 -2.012070 3.656300 0.757608 0.267166 -0.216916  0.123030 -0.070918 0.365177 2.834560 -0.009534 -2.893150  0.043527 -0.243515 0.020007 -0.168682 -0.037146 -0.142286
2.512 3  1.785430 -2.224490 1.697220 -0.737192 4.687990 -0.023234  -0.099338 0.415453 -0.150164 -0.442194 0.000000 0.038398  0.496293 3.063860 3.264800 -0.052126 0.363523 -0.432699  0.123385 -0.072911 0.365323 2.835750 -0.009691 -2.894330  0.043743 -0.245320 0.020625 -0.173471 -0.039236 -0.135571
2.520 3  1.784610 -2.221190 1.696030 -0.740643 4.688040 -0.022922  -0.095605 0.413638 -0.153117 -0.442673 0.000000 0.044557  -0.110241 -0.586532 -1.518290 -0.185002 0.470208 -0.604681  0.123738 -0.074848 0.365485 2.837090 -0.009776 -2.895490  0.043631 -0.244903 0.021356 -0.179105 -0.039046 -0.137672
2.528 3  1.783940 -2.217920 1.694770 -0.743987 4.688020 -0.022574  -0.092422 0.416629 -0.153232 -0.439629 0.000000 0.046115  0.699339 2.970990 -2.249460 -0.052999 0.439928 -0.557346  0.124074 -0.076739 0.365666 2.838430 -0.009940 -2.896520  0.043579 -0.244780 0.020539 -0.173622 -0.036751 -0.136251
2.536 3  1.783210 -2.214540 1.693560 -0.747559 4.688040 -0.022167  -0.091476 0.420554 -0.153117 -0.439246 0.000000 0.048992  2.433770 3.171980 -3.037120 0.211461 0.331808 0.001834  0.124434 -0.078721 0.365819 2.839840 -0.010077 -2.897680  0.043538 -0.245846 0.019559 -0.169632 -0.034813 -0.138292
2.544 3  1.782460 -2.211170 1.692360 -0.751035 4.688000 -0.021830  -0.090709 0.418662 -0.155085 -0.432439 0.000000 0.053641  2.261110 3.868670 0.510473 0.549522 0.263946 0.985105  0.124768 -0.080683 0.365963 2.841150 -0.010246 -2.898780  0.042817 -0.243862 0.019800 -0.167213 -0.032926 -0.142143
2.552 3  1.781780 -2.207740 1.691110 -0.754607 4.688000 -0.021422  -0.088178 0.417677 -0.157578 -0.435651 0.000000 0.049135  3.215560 2.463730 0.516496 0.181369 0.030052 0.900587  0.125124 -0.082678 0.366115 2.842540 -0.010403 -2.899880  0.042874 -0.244477 0.020324 -0.173326 -0.035389 -0.135046
2.560 3  1.781040 -2.204300 1.689800 -0.758143 4.688030 -0.021038  -0.087066 0.417179 -0.158678 -0.437089 0.000000 0.049231  2.176210 2.167350 -0.100659 0.063379 -0.074852 -0.222466  0.125478 -0.084681 0.366283 2.843950 -0.010530 -2.901030  0.042715 -0.244871 0.020268 -0.176283 -0.036034 -0.133956
2.568 3  1.780370 -2.200900 1.688550 -0.761750 4.688060 -0.020631  -0.084688 0.416821 -0.159048 -0.430689 0.000000 0.057285  3.622130 2.366700 1.775740 -0.437131 -0.198087 -0.482635  0.125838 -0.086680 0.366434 2.845420 -0.010653 -2.902140  0.042258 -0.243101 0.019788 -0.171520 -0.032673 -0.139630
2.576 3  1.779750 -2.197500 1.687240 -0.765154 4.688050 -0.020151  -0.083627 0.414980 -0.162052 -0.431720 0.004171 0.056997  2.120630 0.260140 1.782270 -0.510918 -0.354279 -0.391838  0.126179 -0.088630 0.366594 2.846730 -0.010838 -2.903250  0.043052 -0.242928 0.020554 -0.176040 -0.038113 -0.139007
2.584 3  1.779090 -2.194180 1.685910 -0.768870 4.688170 -0.019671  -0.083423 0.418662 -0.163804 -0.423642 0.004171 0.057716  1.515030 2.443170 2.213980 0.077432 -0.027252 -0.973912  0.126558 -0.090637 0.366774 2.848460 -0.010906 -2.904450  0.042581 -0.242196 0.020107 -0.166472 -0.035180 -0.139848
2.592 3  1.778390 -2.190900 1.684640 -0.772142 4.688100 -0.019203  -0.081799 0.420720 -0.166322 -0.418058 0.003811 0.057189  0.215976 -0.802322 1.625840 0.548104 -0.116317 -0.707723  0.126860 -0.092534 0.366924 2.849730 -0.011140 -2.905600  0.042210 -0.241537 0.020148 -0.161643 -0.033353 -0.137804
2.600 3  1.777730 -2.187580 1.683280 -0.775450 4.688170 -0.018676  -0.080393 0.424580 -0.166859 -0.427166 0.002589 0.065098  0.477455 4.881970 0.329513 -0.011139 -0.709838 0.143458  0.127201 -0.094445 0.367096 2.851080 -0.011256 -2.906820  0.042494 -0.245042 0.019565 -0.168173 -0.032144 -0.143731
2.608 3  1.777110 -2.184320 1.681940 -0.778878 4.688270 -0.018220  -0.079153 0.423685 -0.171652 -0.430186 0.011721 0.063325  1.230260 1.577340 -2.213330 0.032899 -0.230036 1.257850  0.127553 -0.096366 0.367270 2.852590 -0.011330 -2.907950  0.044684 -0.245478 0.020942 -0.173957 -0.043305 -0.142410
2.616 3  1.776590 -2.180940 1.680540 -0.782234 4.688260 -0.017716  -0.076303 0.427405 -0.171090 -0.426878 0.006807 0.063013  2.012030 4.254970 -3.735990 0.121106 0.394273 0.748676  0.127891 -0.098298 0.367446 2.853980 -0.011518 -2.908980  0.043588 -0.245727 0.019700 -0.168015 -0.036430 -0.138517
2.624 3  1.775920 -2.177490 1.679160 -0.785698 4.688270 -0.017188  -0.074884 0.426690 -0.170873 -0.430521 0.004147 0.062318  2.331500 3.021630 0.379971 -0.702897 -0.385004 0.093180  0.128227 -0.100297 0.367602 2.855380 -0.011687 -2.910200  0.042972 -0.246623 0.019250 -0.172688 -0.035023 -0.135766
2.632 3  1.775370 -2.174050 1.677790 -0.789018 4.688400 -0.016625  -0.075382 0.424772 -0.174567 -0.422060 0.018144 0.062606  1.321760 3.772400 0.784358 0.488874 0.086258 -0.401479  0.128593 -0.102235 0.367747 2.856630 -0.011747 -2.911360  0.045488 -0.243776 0.020040 -0.166212 -0.047371 -0.139530
2.640 3  1.774770 -2.170660 1.676380 -0.792529 4.688460 -0.016109  -0.071995 0.424069 -0.174720 -0.426183 0.007766 0.067303  0.832218 -0.525939 1.330580 0.400598 0.864489 -0.969323  0.128943 -0.104223 0.367916 2.858180 -0.011868 -2.912510  0.043305 -0.244963 0.019799 -0.174187 -0.037797 -0.138438
2.648 3  1.774220 -2.167210 1.674980 -0.796077 4.688480 -0.015509  -0.071151 0.423685 -0.176293 -0.422803 0.001678 0.064547  1.209640 0.428404 -0.673085 0.430056 -0.019519 -0.162346  0.129292 -0.106234 0.368070 2.859680 -0.012044 -2.913690  0.041534 -0.244535 0.019835 -0.174238 -0.032083 -0.133728
2.656 3  1.773650 -2.163910 1.673580 -0.799421 4.688630 -0.015017  -0.069004 0.425283 -0.179693 -0.425009 0.027588 0.073775  -0.088930 -0.251885 2.083510 -0.114288 1.072040 0.600703  0.129648 -0.108151 0.368233 2.861130 -0.012072 -2.914800  0.047921 -0.244386 0.020308 -0.171851 -0.055742 -0.145720
2.664 3  1.773090 -2.160610 1.672100 -0.802669 4.688660 -0.014394  -0.068364 0.426178 -0.182147 -0.424817 0.006471 0.066393  -1.040700 -2.158230 2.431900 -0.217203 0.733369 1.261320  0.129972 -0.110052 0.368419 2.862570 -0.012239 -2.916010  0.042834 -0.245977 0.020672 -0.178324 -0.037430 -0.133577
2.672 3  1.772610 -2.157210 1.670690 -0.805905 4.688720 -0.013806  -0.065399 0.432237 -0.183451 -0.423307 0.013590 0.068526  -0.778738 1.013020 -1.271310 0.253733 0.040814 0.108231  0.130314 -0.111965 0.368563 2.863820 -0.012366 -2.917110  0.044920 -0.246811 0.019720 -0.170614 -0.041854 -0.134363
2.680 3  1.772100 -2.153900 1.669180 -0.809225 4.688870 -0.013243  -0.065514 0.433580 -0.185599 -0.423570 0.018695 0.069844  -0.690132 -0.572997 -4.804340 0.209719 1.884330 -0.284337  0.130670 -0.113883 0.368753 2.865350 -0.012412 -2.918240  0.046023 -0.247381 0.019800 -0.170368 -0.046741 -0.136750
2.688 3  1.771570 -2.150500 1.667650 -0.812569 4.688870 -0.012642  -0.063584 0.435893 -0.187043 -0.423139 0.005872 0.072289  -0.399213 2.422470 -2.585420 0.621847 0.542992 -0.750081  0.130996 -0.115844 0.368932 2.866820 -0.012602 -2.919390  0.043114 -0.248632 0.019514 -0.172691 -0.033703 -0.134750
2.696 3  1.771110 -2.146990 1.666110 -0.815890 4.689070 -0.012067  -0.062433 0.435561 -0.189012 -0.422803 0.036001 0.073032  0.845342 0.368857 0.143667 0.151187 1.575530 -0.294412  0.131382 -0.117813 0.369099 2.868190 -0.012586 -2.920490  0.050184 -0.247155 0.019589 -0.166684 -0.062460 -0.140208
2.704 3  1.770570 -2.143500 1.664630 -0.819246 4.689080 -0.011383  -0.059109 0.432429 -0.187235 -0.421557 0.000000 0.081301  1.685360 1.204080 -0.215477 0.210235 2.018280 0.892529  0.131711 -0.119801 0.369240 2.869540 -0.012782 -2.921730  0.041562 -0.247441 0.018922 -0.176915 -0.026784 -0.137966
