# col  1   : time [sec]
# col  2   : status
# col  3- 8: joint position [rad]
# col  9-14: joint speed [rad/sec]
# col 15-20: joint torque
# col 21-26: TCP pose [m, rad]
# col 27-32: TCP speed
1.512 4  1.468440 -2.194780 1.293970 -0.669186 4.707520 -0.097310  0.008373 0.000000 -0.000000 0.000000 -0.030056 0.053761  4.883640 0.819281 -1.352690 -0.156402 -2.840050 -0.263273  0.099955 -0.099995 0.499989 -3.141590 -0.000207 3.141580  -0.006414 0.001545 0.000012 0.002231 0.029970 -0.045339
1.520 4  1.468360 -2.194820 1.293960 -0.669139 4.707870 -0.097466  -0.008373 0.000000 -0.000000 0.000000 0.032381 -0.040890  -6.761960 0.702547 -1.551030 -0.156402 1.863490 -1.828290  0.100033 -0.099985 0.499992 -3.141560 0.000139 -3.141530  0.006975 -0.001601 -0.000010 -0.003679 -0.032169 0.032558
1.528 4  1.468440 -2.194790 1.293960 -0.669163 4.707580 -0.097250  0.009421 0.000000 -0.000000 0.000000 -0.016179 -0.005561  4.045620 0.790097 -1.381020 -0.274110 -2.736840 4.197740  0.099971 -0.099985 0.499992 -3.141580 -0.000147 3.141520  -0.002961 0.001323 0.000006 0.001694 0.016090 0.015006
1.536 4  1.468390 -2.194790 1.293910 -0.669091 4.707850 -0.097382  -0.010763 0.000000 -0.000000 0.000000 0.031782 0.047290  -4.363490 0.702547 -1.466020 -0.141689 -0.820038 -2.237820  0.100031 -0.099975 0.500001 -3.141580 0.000118 -3.141580  0.006591 -0.001826 -0.000010 -0.002165 -0.031704 -0.058045
1.544 4  1.468420 -2.194820 1.293980 -0.669151 4.707670 -0.097358  0.012566 0.000000 -0.000000 0.000000 -0.039907 -0.049231  1.589350 0.936015 -1.466020 -0.185829 -0.805294 0.380283  0.099989 -0.099978 0.499985 -3.141590 -0.000062 -3.141580  -0.008371 0.002197 0.000015 0.005110 0.039573 0.061933
1.552 4  1.468350 -2.194740 1.293930 -0.669127 4.707820 -0.097214  -0.011914 0.000000 -0.000000 0.000000 0.031327 0.032381  -2.253990 0.819281 -1.324350 -0.156402 -0.097551 2.764370  0.100018 -0.100010 0.499992 3.141570 0.000098 3.141390  0.006366 -0.001930 -0.000010 -0.002353 -0.031234 -0.044284
1.560 4  1.468370 -2.194780 1.293960 -0.669139 4.707670 -0.097454  0.012873 0.000000 -0.000000 0.000000 -0.030847 0.004434  -0.866918 0.790097 -1.466020 -0.244683 -0.274487 -3.495680  0.099984 -0.099993 0.499989 3.141570 -0.000060 -3.141530  -0.006155 0.002014 0.000011 0.003130 0.030688 0.008508
1.568 4  1.468420 -2.194740 1.293980 -0.669103 4.707750 -0.097322  -0.012221 0.000000 -0.000000 0.000000 0.031399 -0.053905  0.028897 0.790097 -1.296020 -0.215256 -1.852160 3.115400  0.100008 -0.099998 0.499974 3.141490 0.000033 3.141570  0.006353 -0.001962 -0.000011 -0.003705 -0.031183 0.041721
1.576 4  1.468370 -2.194790 1.293940 -0.669127 4.707720 -0.097310  0.013384 0.000000 -0.000000 0.000000 -0.042328 0.052443  -2.918620 1.023570 -1.239350 -0.126975 1.258960 0.365657  0.099996 -0.099986 0.499993 3.141590 -0.000013 3.141510  -0.008873 0.002336 0.000015 0.003294 0.042197 -0.038967
1.584 4  1.468390 -2.194790 1.293980 -0.669115 4.707660 -0.097394  -0.012847 0.000000 -0.000000 0.000000 0.038637 -0.025910  1.676040 0.760913 -1.466020 -0.171116 -2.191290 -2.369460  0.099984 -0.099982 0.499979 3.141540 -0.000068 -3.141570  0.008037 -0.002195 -0.000014 -0.004007 -0.038430 0.013114
1.592 4  1.468380 -2.194800 1.293970 -0.669139 4.707780 -0.097322  0.013192 0.000000 -0.000000 0.000000 -0.034682 -0.004794  -5.461580 0.702547 -1.437690 -0.215256 1.450640 3.963720  0.100012 -0.099986 0.499987 -3.141590 0.000046 3.141530  -0.007048 0.002137 0.000012 0.003684 0.034486 0.018074
1.600 4  1.468360 -2.194780 1.293930 -0.669139 4.707690 -0.097346  -0.013742 0.000000 -0.000000 0.000000 0.003667 0.051340  4.247900 0.673363 -1.494360 -0.185829 -2.574650 -1.755150  0.099988 -0.099993 0.499997 -3.141590 -0.000039 3.141530  -0.000489 -0.001460 -0.000001 -0.000240 -0.003659 -0.065084
1.608 4  1.468350 -2.194800 1.293940 -0.669174 4.707790 -0.097454  -0.005011 0.000000 -0.000000 0.000000 -0.003547 -0.051221  -5.548280 0.702547 -1.409360 -0.200543 2.350060 -0.380283  0.100010 -0.099997 0.499998 -3.141530 0.000052 -3.141560  -0.001357 -0.000418 0.000001 0.000424 0.003525 0.046212
1.616 4  1.468360 -2.194760 1.293920 -0.669115 4.707640 -0.097310  0.005254 0.000000 -0.000000 0.000000 0.004099 0.018072  3.930030 0.877648 -1.381020 -0.229970 -3.370860 3.495680  0.099977 -0.099996 0.499996 3.141560 -0.000083 3.141500  0.001514 0.000429 -0.000002 -0.000374 -0.004081 -0.012820
1.624 4  1.468330 -2.194790 1.293930 -0.669127 4.707820 -0.097407  -0.004870 0.000000 -0.000000 0.000000 -0.004171 0.034011  -5.750560 0.936015 -1.494360 -0.171116 2.276340 -2.954510  0.100019 -0.099991 0.499997 -3.141570 0.000093 3.141570  -0.001493 -0.000389 0.000001 0.000328 0.004157 -0.038878
1.632 4  1.468390 -2.194780 1.293970 -0.669163 4.707580 -0.097407  0.005356 0.000000 -0.000000 0.000000 -0.006567 -0.049758  4.450180 0.644179 -1.324350 -0.082835 -2.309250 2.150060  0.099965 -0.099995 0.499987 3.141580 -0.000145 -3.141550  -0.001049 0.000690 0.000003 0.000825 0.006514 0.055122
1.640 4  1.468380 -2.194790 1.293940 -0.669103 4.707860 -0.097346  -0.004909 0.000000 -0.000000 0.000000 0.021596 0.030296  -6.444090 0.877648 -1.267690 -0.156402 2.202610 1.462630  0.100033 -0.099982 0.499990 3.141580 0.000132 3.141560  0.004719 -0.001000 -0.000007 -0.001717 -0.021525 -0.035203
1.648 4  1.468440 -2.194770 1.293920 -0.669163 4.707570 -0.097454  0.005139 0.000000 -0.000000 0.000000 -0.021596 -0.031518  4.565770 0.731730 -1.466020 -0.244683 -4.078600 -2.574230  0.099967 -0.099992 0.500002 -3.141570 -0.000160 -3.141460  -0.004696 0.001022 0.000008 0.002498 0.021451 0.036699
1.656 4  1.468370 -2.194790 1.293920 -0.669103 4.707930 -0.097370  -0.005100 0.000000 -0.000000 0.000000 0.008509 -0.005129  -6.472990 0.673363 -1.409360 -0.126975 1.745530 3.846710  0.100049 -0.099984 0.499998 -3.141570 0.000201 3.141570  0.001543 -0.000711 -0.000003 -0.000829 -0.008468 0.000027
1.664 4  1.468390 -2.194800 1.293930 -0.669174 4.707480 -0.097394  0.005548 0.000000 -0.000000 0.000000 -0.027012 0.049567  4.247900 0.819281 -1.579360 -0.068122 -2.117570 -1.682020  0.099940 -0.099984 0.500002 -3.141550 -0.000259 -3.141570  -0.005962 0.001191 0.000011 0.002022 0.026931 -0.043978
1.672 4  1.468360 -2.194780 1.293970 -0.669127 4.707850 -0.097443  -0.007529 0.000000 -0.000000 0.000000 0.025910 -0.043191  -5.808350 0.819281 -1.324350 -0.156402 1.907720 -0.394910  0.100026 -0.099997 0.499983 3.141570 0.000121 -3.141560  0.005498 -0.001364 -0.000008 -0.002985 -0.025738 0.035684
1.680 4  1.468420 -2.194830 1.293940 -0.669174 4.707540 -0.097346  0.008373 0.000000 -0.000000 0.000000 -0.025910 0.032381  4.536870 0.877648 -1.267690 -0.244683 -2.589400 3.364050  0.099958 -0.099974 0.500000 -3.141530 -0.000201 -3.141590  -0.005414 0.001447 0.000010 0.002203 0.025813 -0.023966
1.688 4  1.468320 -2.194770 1.293970 -0.669091 4.707880 -0.097454  -0.007529 0.000000 -0.000000 0.000000 0.030728 0.004602  -5.577170 0.819281 -1.607690 -0.171116 1.052530 -3.510310  0.100031 -0.099997 0.499979 3.141520 0.000162 -3.141580  0.006660 -0.001478 -0.000010 -0.002804 -0.030599 -0.012112
1.696 4  1.468440 -2.194740 1.293980 -0.669198 4.707540 -0.097358  0.006149 0.000000 -0.000000 0.000000 -0.032621 -0.048368  4.652460 0.702547 -1.551030 -0.097548 -1.911140 3.349420  0.099956 -0.100014 0.499983 3.141560 -0.000191 -3.141560  -0.007255 0.001383 0.000013 0.004064 0.032362 0.054610
1.704 4  1.468310 -2.194790 1.293980 -0.669091 4.707850 -0.097358  -0.008373 0.000000 -0.000000 0.000000 0.034922 0.047074  -5.721660 0.877648 -1.324350 -0.171116 -0.171274 -0.643557  0.100023 -0.099989 0.499977 3.141530 0.000125 3.141500  0.007588 -0.001661 -0.000011 -0.002428 -0.034830 -0.055436
1.712 4  1.468410 -2.194800 1.293980 -0.669198 4.707600 -0.097466  0.010763 0.000000 -0.000000 0.000000 -0.038781 -0.043958  2.571860 0.936015 -1.607690 -0.185829 -0.967485 -0.424162  0.099969 -0.099994 0.499988 -3.141560 -0.000137 -3.141480  -0.008279 0.001990 0.000015 0.004833 0.038476 0.054845
1.720 4  1.468300 -2.194740 1.293980 -0.669139 4.707850 -0.097310  -0.010763 0.000000 -0.000000 0.000000 0.037271 0.020181  -3.380980 0.936015 -1.466020 -0.141689 -0.746315 3.715080  0.100018 -0.100021 0.499977 3.141530 0.000125 3.141440  0.007915 -0.001956 -0.000012 -0.003051 -0.037143 -0.030919
